RA,Ano,Nome,Fase,Turma,Genero,Ano_ingresso,Instituicao,Idade,Pedra,INDE,IAA,IEG,IPS,IPP,IDA,IPV,IAN,Defasagem,Mat,Por,Ing,Atingiu_PV,Indicado_bolsa,Fase_ideal,Tempo_PM,Em_defasagem
RA-724,2022,Aluno-724,0,H,Menina,2022,Escola Pública,8.0,Ágata,6.931,9.5,5.9,5.6,,5.6,8.0,10.0,0,2.9,8.3,,Não,Não,ALFA  (2º e 3º ano),0.0,0
RA-725,2022,Aluno-725,0,H,Menino,2022,Escola Pública,8.0,Ágata,6.33,8.0,5.9,8.1,,5.0,5.5,10.0,0,4.0,6.0,,Não,Não,ALFA  (2º e 3º ano),0.0,0
RA-726,2022,Aluno-726,0,H,Menina,2022,Escola Pública,7.0,Ágata,6.985,10.0,7.5,7.5,,4.4,6.583,10.0,0,5.8,3.0,,Não,Não,ALFA  (2º e 3º ano),0.0,0
RA-727,2022,Aluno-727,0,H,Menino,2022,Escola Pública,8.0,Ametista,7.736,9.0,7.7,8.1,,8.4,6.75,10.0,0,9.3,7.4,,Não,Não,ALFA  (2º e 3º ano),0.0,0
RA-728,2022,Aluno-728,0,H,Menina,2022,Escola Pública,8.0,Topázio,8.244,9.5,7.3,8.1,,9.1,8.167,10.0,0,9.3,8.9,,Não,Não,ALFA  (2º e 3º ano),0.0,0
RA-729,2022,Aluno-729,0,H,Menina,2022,Escola Pública,8.0,Topázio,8.155,10.0,8.7,8.1,,8.1,7.25,10.0,0,8.5,7.8,,Não,Não,ALFA  (2º e 3º ano),0.0,0
RA-730,2022,Aluno-730,0,I,Menina,2021,Escola Pública,10.0,Ametista,7.902,10.0,8.2,8.8,,8.3,8.25,5.0,-2,8.7,8.0,,Não,Não,Fase 2 (5º e 6º ano),1.0,1
RA-731,2022,Aluno-731,0,I,Menina,2019,Escola Pública,10.0,Ametista,7.151,9.0,8.5,6.9,,7.3,7.083,5.0,-2,7.3,7.2,,Não,Não,Fase 2 (5º e 6º ano),3.0,1
RA-732,2022,Aluno-732,0,I,Menino,2022,Escola Pública,9.0,Ametista,7.347,9.0,7.9,8.8,,7.2,7.5,5.0,-1,7.5,6.8,,Não,Não,Fase 1 (4º ano),0.0,1
RA-733,2022,Aluno-733,0,J,Menina,2022,Escola Pública,9.0,Ágata,6.684,9.5,8.5,5.6,,5.1,6.917,5.0,-1,6.0,4.2,,Não,Não,Fase 1 (4º ano),0.0,1
RA-734,2022,Aluno-734,0,J,Menina,2022,Escola Pública,10.0,Ágata,6.952,9.5,7.2,5.6,,7.3,7.417,5.0,-2,8.0,6.5,,Não,Não,Fase 2 (5º e 6º ano),0.0,1
RA-735,2022,Aluno-735,0,J,Menina,2021,Escola Pública,10.0,Ametista,7.485,9.0,9.0,5.6,,7.3,8.583,5.0,-2,7.8,6.7,,Sim,Não,Fase 2 (5º e 6º ano),1.0,1
RA-736,2022,Aluno-736,0,J,Menino,2022,Escola Pública,10.0,Ágata,6.707,9.0,8.5,5.6,,5.4,7.0,5.0,-2,4.7,6.2,,Não,Não,Fase 2 (5º e 6º ano),0.0,1
RA-737,2022,Aluno-737,0,J,Menina,2022,Escola Pública,9.0,Ametista,8.058,9.5,9.2,5.6,,9.0,9.167,5.0,-1,8.5,9.5,,Sim,Não,Fase 1 (4º ano),0.0,1
RA-738,2022,Aluno-738,0,J,Menina,2022,Escola Pública,8.0,Ametista,7.227,8.5,8.1,5.6,,5.7,7.5,10.0,0,7.7,3.7,,Não,Não,ALFA  (2º e 3º ano),0.0,0
RA-739,2022,Aluno-739,0,J,Menino,2022,Escola Pública,8.0,Ágata,6.82,6.4,7.3,5.6,,5.9,7.083,10.0,0,6.0,5.8,,Não,Não,ALFA  (2º e 3º ano),0.0,0
RA-740,2022,Aluno-740,0,J,Menina,2022,Escola Pública,9.0,Ametista,7.218,8.5,9.0,5.6,,7.2,7.5,5.0,-1,7.3,7.0,,Não,Não,Fase 1 (4º ano),0.0,1
RA-741,2022,Aluno-741,0,J,Menina,2022,Escola Pública,10.0,Ágata,6.896,9.5,8.4,5.6,,6.3,7.417,5.0,-2,7.3,5.2,,Não,Não,Fase 2 (5º e 6º ano),0.0,1
RA-742,2022,Aluno-742,0,J,Menina,2022,Escola Pública,9.0,Ametista,7.097,8.5,8.7,5.0,,7.3,7.5,5.0,-1,8.3,6.2,,Não,Não,Fase 1 (4º ano),0.0,1
RA-743,2022,Aluno-743,0,J,Menina,2022,Escola Pública,9.0,Ágata,6.672,10.0,7.9,5.6,,4.8,7.5,5.0,-1,4.8,4.8,,Não,Não,Fase 1 (4º ano),0.0,1
RA-744,2022,Aluno-744,0,J,Menina,2022,Escola Pública,8.0,Ametista,7.742,9.5,9.7,5.6,,6.2,7.5,10.0,0,6.0,6.3,,Não,Não,ALFA  (2º e 3º ano),0.0,0
RA-745,2022,Aluno-745,0,J,Menino,2021,Rede Decisão,9.0,Ametista,7.382,9.0,8.5,5.6,,8.1,7.75,5.0,-1,8.5,7.7,,Não,Não,Fase 1 (4º ano),1.0,1
RA-746,2022,Aluno-746,0,J,Menino,2022,Escola Pública,8.0,Ametista,7.656,8.0,9.1,5.6,,7.2,7.417,10.0,0,7.7,6.7,,Não,Não,ALFA  (2º e 3º ano),0.0,0
RA-747,2022,Aluno-747,0,K,Menina,2022,Escola Pública,11.0,Ametista,7.676,10.0,7.6,7.5,,8.8,7.917,5.0,-2,8.2,9.4,,Não,Sim,Fase 2 (5º e 6º ano),0.0,1
RA-748,2022,Aluno-748,0,K,Menino,2022,Escola Pública,9.0,Topázio,8.084,10.0,9.0,7.5,,9.1,8.25,5.0,-1,9.6,8.6,,Não,Sim,Fase 1 (4º ano),0.0,1
RA-749,2022,Aluno-749,0,K,Menino,2022,Escola Pública,9.0,Ametista,7.484,9.5,7.7,7.5,,8.8,7.25,5.0,-1,9.5,8.1,,Não,Não,Fase 1 (4º ano),0.0,1
RA-750,2022,Aluno-750,0,K,Menino,2019,Escola Pública,10.0,Ágata,6.344,9.5,8.9,4.4,,6.8,5.167,5.0,-2,7.1,6.4,,Não,Não,Fase 2 (5º e 6º ano),3.0,1
RA-751,2022,Aluno-751,0,K,Menino,2022,Escola Pública,11.0,Quartzo,5.246,8.5,5.8,7.5,,3.8,6.167,5.0,-2,2.7,4.9,,Não,Não,Fase 2 (5º e 6º ano),0.0,1
RA-752,2022,Aluno-752,0,K,Menina,2022,Escola Pública,11.0,Topázio,8.197,10.0,9.0,7.5,,9.5,8.417,5.0,-2,9.6,9.4,,Sim,Sim,Fase 2 (5º e 6º ano),0.0,1
RA-753,2022,Aluno-753,0,K,Menina,2022,Escola Pública,8.0,Topázio,8.481,9.5,8.6,7.5,,9.1,8.417,10.0,0,9.4,8.8,,Sim,Sim,ALFA  (2º e 3º ano),0.0,0
RA-754,2022,Aluno-754,0,K,Menino,2022,Escola Pública,9.0,Ágata,6.602,10.0,5.8,4.4,,7.9,6.917,5.0,-1,7.8,8.1,,Não,Não,Fase 1 (4º ano),0.0,1
RA-755,2022,Aluno-755,0,K,Menino,2022,Escola Pública,8.0,Topázio,8.566,9.5,9.2,6.9,,9.5,8.083,10.0,0,9.8,9.3,,Não,Sim,ALFA  (2º e 3º ano),0.0,0
RA-756,2022,Aluno-756,0,K,Menino,2022,Escola Pública,9.0,Ágata,6.976,10.0,7.9,7.5,,5.7,7.25,5.0,-1,5.6,5.8,,Não,Não,Fase 1 (4º ano),0.0,1
RA-757,2022,Aluno-757,0,K,Menina,2022,Escola Pública,9.0,Topázio,8.26,9.5,9.3,7.5,,9.7,8.5,5.0,-1,9.9,9.6,,Sim,Sim,Fase 1 (4º ano),0.0,1
RA-758,2022,Aluno-758,0,L,Menino,2022,Escola Pública,9.0,Ametista,7.911,9.0,9.1,7.5,,8.1,8.333,5.0,-1,8.0,8.2,,Não,Não,Fase 1 (4º ano),0.0,1
RA-759,2022,Aluno-759,0,L,Menina,2021,Escola Pública,10.0,Ametista,7.563,9.0,8.6,7.5,,7.5,7.833,5.0,-2,8.3,6.7,,Não,Não,Fase 2 (5º e 6º ano),1.0,1
RA-760,2022,Aluno-760,0,L,Menino,2021,Escola Pública,11.0,Topázio,8.172,9.0,9.2,7.5,,8.8,8.917,5.0,-2,9.3,8.2,,Sim,Não,Fase 2 (5º e 6º ano),1.0,1
RA-761,2022,Aluno-761,0,L,Menino,2022,Escola Pública,9.0,Topázio,8.06,10.0,9.4,7.5,,8.2,8.25,5.0,-1,8.8,7.5,,Não,Não,Fase 1 (4º ano),0.0,1
RA-762,2022,Aluno-762,0,L,Menino,2022,Escola Pública,12.0,Ametista,7.28,10.0,9.7,7.5,,6.7,7.083,2.5,-3,7.3,6.0,,Não,Não,Fase 3 (7º e 8º ano),0.0,1
RA-763,2022,Aluno-763,0,L,Menina,2021,Escola Pública,10.0,Ametista,7.402,9.5,9.7,7.5,,6.5,7.167,5.0,-2,6.3,6.7,,Não,Não,Fase 2 (5º e 6º ano),1.0,1
RA-764,2022,Aluno-764,0,L,Menino,2022,Escola Pública,8.0,Ametista,8.004,9.0,8.8,7.5,,7.5,7.667,10.0,0,7.2,7.8,,Não,Não,ALFA  (2º e 3º ano),0.0,0
RA-765,2022,Aluno-765,0,L,Menino,2022,Escola Pública,9.0,Ágata,6.902,8.5,9.3,7.5,,4.3,7.417,5.0,-1,5.0,3.7,,Não,Não,Fase 1 (4º ano),0.0,1
RA-766,2022,Aluno-766,0,L,Menina,2020,Escola Pública,11.0,Topázio,8.185,10.0,9.5,7.5,,8.7,8.333,5.0,-2,8.5,8.8,,Não,Não,Fase 2 (5º e 6º ano),2.0,1
RA-767,2022,Aluno-767,0,L,Menino,2021,Escola Pública,10.0,Ametista,7.511,9.5,9.0,7.5,,7.0,7.583,5.0,-2,7.3,6.7,,Não,Não,Fase 2 (5º e 6º ano),1.0,1
RA-768,2022,Aluno-768,0,L,Menina,2021,Escola Pública,10.0,Ametista,7.646,9.0,10.0,7.5,,7.1,7.583,5.0,-2,7.0,7.2,,Não,Não,Fase 2 (5º e 6º ano),1.0,1
RA-769,2022,Aluno-769,0,M,Menina,2022,Escola Pública,9.0,Ametista,7.598,10.0,7.5,7.5,,7.9,8.5,5.0,-1,9.6,6.2,,Sim,Sim,Fase 1 (4º ano),0.0,1
RA-770,2022,Aluno-770,0,M,Menino,2022,Escola Pública,7.0,Topázio,8.143,9.5,8.9,7.5,,8.3,7.333,10.0,0,8.5,8.1,,Não,Não,ALFA  (2º e 3º ano),0.0,0
RA-771,2022,Aluno-771,0,M,Menina,2022,Escola Pública,7.0,Ametista,7.873,10.0,8.3,7.5,,7.0,7.5,10.0,0,7.2,6.9,,Não,Não,ALFA  (2º e 3º ano),0.0,0
RA-772,2022,Aluno-772,0,M,Menino,2021,Escola Pública,11.0,Ágata,6.994,9.0,5.4,7.5,,9.2,7.25,5.0,-2,9.3,9.2,,Não,Não,Fase 2 (5º e 6º ano),1.0,1
RA-773,2022,Aluno-773,0,M,Menina,2022,Escola Pública,9.0,Ágata,6.922,10.0,6.8,5.0,,8.1,7.083,5.0,-1,9.3,6.8,,Não,Não,Fase 1 (4º ano),0.0,1
RA-774,2022,Aluno-774,0,M,Menina,2022,Escola Pública,8.0,Ametista,7.587,10.0,7.8,7.5,,6.1,7.417,10.0,0,7.8,4.4,,Não,Não,ALFA  (2º e 3º ano),0.0,0
RA-775,2022,Aluno-775,0,N,Menino,2021,Escola Pública,10.0,Quartzo,5.79,7.9,5.7,4.4,,5.7,6.417,5.0,-2,5.5,5.8,,Não,Não,Fase 2 (5º e 6º ano),1.0,1
RA-776,2022,Aluno-776,0,N,Menina,2022,Escola Pública,9.0,Quartzo,3.898,0.0,4.3,4.4,,1.7,6.333,5.0,-1,0.0,3.3,,Não,Não,Fase 1 (4º ano),0.0,1
RA-777,2022,Aluno-777,0,N,Menino,2022,Escola Pública,8.0,Ametista,7.096,8.0,7.7,7.5,,5.3,7.0,10.0,0,6.5,4.0,,Não,Não,ALFA  (2º e 3º ano),0.0,0
RA-778,2022,Aluno-778,0,N,Menina,2021,Escola Pública,9.0,Ametista,7.432,10.0,6.7,7.5,,7.1,8.833,5.0,-1,6.0,8.2,,Sim,Não,Fase 1 (4º ano),1.0,1
RA-779,2022,Aluno-779,0,N,Menino,2022,Escola Pública,10.0,Quartzo,5.702,9.5,5.0,7.5,,2.6,7.083,5.0,-2,2.2,3.0,,Não,Não,Fase 2 (5º e 6º ano),0.0,1
RA-780,2022,Aluno-780,0,N,Menina,2022,Escola Pública,9.0,Ágata,6.955,8.0,7.6,7.5,,6.9,7.167,5.0,-1,6.3,7.5,,Não,Não,Fase 1 (4º ano),0.0,1
RA-781,2022,Aluno-781,0,N,Menina,2021,Escola Pública,9.0,Ametista,7.786,10.0,8.9,7.5,,8.3,7.75,5.0,-1,8.0,8.5,,Não,Não,Fase 1 (4º ano),1.0,1
RA-782,2022,Aluno-782,0,N,Menino,2022,Escola Pública,8.0,Ametista,7.485,9.5,8.4,7.5,,6.0,7.0,10.0,0,5.7,6.3,,Não,Não,ALFA  (2º e 3º ano),0.0,0
RA-783,2022,Aluno-783,0,N,Menino,2021,Escola Pública,8.0,Ágata,6.996,9.5,5.8,7.5,,6.0,6.917,10.0,0,4.7,7.3,,Não,Não,ALFA  (2º e 3º ano),1.0,0
RA-784,2022,Aluno-784,0,O,Menino,2022,Escola Pública,9.0,Topázio,8.34,9.5,10.0,7.5,,8.2,9.25,5.0,-1,7.8,8.5,,Sim,Não,Fase 1 (4º ano),0.0,1
RA-785,2022,Aluno-785,0,O,Menina,2022,Escola Pública,9.0,Ametista,7.642,9.0,8.6,7.5,,8.4,7.667,5.0,-1,8.8,8.0,,Não,Não,Fase 1 (4º ano),0.0,1
RA-786,2022,Aluno-786,0,O,Menino,2019,Escola Pública,11.0,Ágata,7.004,9.0,9.5,5.6,,6.1,7.167,5.0,-2,6.3,5.8,,Não,Não,Fase 2 (5º e 6º ano),3.0,1
RA-787,2022,Aluno-787,0,O,Menino,2022,Escola Pública,8.0,Ametista,7.205,8.5,9.5,7.5,,3.4,7.25,10.0,0,4.2,2.7,,Não,Não,ALFA  (2º e 3º ano),0.0,0
RA-788,2022,Aluno-788,0,O,Menino,2021,Rede Decisão,8.0,Topázio,8.264,10.0,9.3,5.6,,8.0,8.667,10.0,0,7.8,8.2,,Sim,Não,ALFA  (2º e 3º ano),1.0,0
RA-789,2022,Aluno-789,0,O,Menina,2022,Escola Pública,7.0,Ametista,7.405,9.0,9.4,7.5,,4.2,7.417,10.0,0,3.7,4.7,,Não,Não,ALFA  (2º e 3º ano),0.0,0
RA-790,2022,Aluno-790,0,O,Menina,2022,Escola Pública,11.0,Ametista,7.504,9.0,8.9,7.5,,7.8,7.417,5.0,-2,8.5,7.2,,Não,Não,Fase 2 (5º e 6º ano),0.0,1
RA-791,2022,Aluno-791,0,O,Menina,2022,Escola Pública,11.0,Ametista,7.507,9.5,8.7,7.5,,6.5,8.5,5.0,-2,6.3,6.7,,Sim,Não,Fase 2 (5º e 6º ano),0.0,1
RA-792,2022,Aluno-792,0,O,Menina,2022,Escola Pública,9.0,Ágata,7.025,9.5,8.0,7.5,,6.2,7.167,5.0,-1,6.5,5.8,,Não,Não,Fase 1 (4º ano),0.0,1
RA-793,2022,Aluno-793,0,O,Menino,2022,Escola Pública,10.0,Ágata,6.894,9.5,7.6,7.5,,6.0,7.333,5.0,-2,6.0,6.0,,Não,Não,Fase 2 (5º e 6º ano),0.0,1
RA-794,2022,Aluno-794,0,O,Menina,2022,Escola Pública,8.0,Ametista,7.335,9.5,8.9,7.5,,4.1,7.333,10.0,0,3.7,4.5,,Não,Não,ALFA  (2º e 3º ano),0.0,0
RA-795,2022,Aluno-795,0,O,Menina,2022,Escola Pública,8.0,Topázio,8.064,9.0,9.7,7.5,,7.3,7.333,10.0,0,8.0,6.5,,Não,Não,ALFA  (2º e 3º ano),0.0,0
RA-796,2022,Aluno-796,0,Q,Menina,2022,Escola Pública,10.0,Ametista,7.232,9.5,9.3,7.5,,5.4,7.667,5.0,-2,5.8,5.0,,Não,Não,Fase 2 (5º e 6º ano),0.0,1
RA-797,2022,Aluno-797,0,Q,Menino,2021,Escola Pública,10.0,Ametista,7.217,9.0,8.5,7.5,,7.3,7.5,5.0,-2,8.2,6.5,,Não,Não,Fase 2 (5º e 6º ano),1.0,1
RA-798,2022,Aluno-798,0,Q,Menino,2022,Escola Pública,10.0,Ametista,7.049,8.0,8.3,7.5,,6.3,7.667,5.0,-2,7.0,5.7,,Não,Não,Fase 2 (5º e 6º ano),0.0,1
RA-799,2022,Aluno-799,0,Q,Menina,2022,Escola Pública,10.0,Ametista,7.676,8.0,9.6,7.5,,7.8,7.917,5.0,-2,8.5,7.2,,Não,Não,Fase 2 (5º e 6º ano),0.0,1
RA-800,2022,Aluno-800,0,Q,Menino,2022,Escola Pública,8.0,Ágata,6.818,8.0,5.4,7.5,,6.1,7.5,10.0,0,6.3,5.8,,Não,Não,ALFA  (2º e 3º ano),0.0,0
RA-801,2022,Aluno-801,0,Q,Menino,2022,Escola Pública,9.0,Ágata,6.644,7.0,6.6,7.5,,6.8,7.5,5.0,-1,7.2,6.3,,Não,Não,Fase 1 (4º ano),0.0,1
RA-802,2022,Aluno-802,0,Q,Menino,2021,Escola Pública,9.0,Ametista,7.831,9.0,9.0,7.5,,8.3,8.333,5.0,-1,9.0,7.5,,Não,Não,Fase 1 (4º ano),1.0,1
RA-803,2022,Aluno-803,0,Q,Menina,2022,Escola Pública,10.0,Ágata,6.98,10.0,7.2,7.5,,6.3,7.417,5.0,-2,6.5,6.0,,Não,Não,Fase 2 (5º e 6º ano),0.0,1
RA-804,2022,Aluno-804,0,Q,Menino,2022,Escola Pública,10.0,Ágata,6.848,10.0,8.4,6.3,,4.8,7.667,5.0,-2,5.5,4.0,,Não,Não,Fase 2 (5º e 6º ano),0.0,1
RA-805,2022,Aluno-805,0,R,Menino,2021,Escola Pública,8.0,Topázio,8.279,9.5,9.0,7.5,,8.8,7.333,10.0,0,8.7,8.9,,Não,Não,ALFA  (2º e 3º ano),1.0,0
RA-806,2022,Aluno-806,0,R,Menino,2022,Escola Pública,8.0,Ametista,7.561,9.5,7.3,7.5,,6.6,7.917,10.0,0,5.0,8.2,,Não,Não,ALFA  (2º e 3º ano),0.0,0
RA-807,2022,Aluno-807,0,R,Menino,2022,Escola Pública,8.0,Topázio,8.121,9.5,8.7,6.3,,9.0,7.5,10.0,0,9.5,8.6,,Não,Não,ALFA  (2º e 3º ano),0.0,0
RA-808,2022,Aluno-808,0,R,Menino,2022,Escola Pública,8.0,Topázio,8.361,10.0,9.1,6.3,,9.3,8.0,10.0,0,9.7,8.8,,Não,Não,ALFA  (2º e 3º ano),0.0,0
RA-809,2022,Aluno-809,0,R,Menino,2022,Escola Pública,7.0,Ametista,7.259,10.0,6.6,6.3,,6.3,7.417,10.0,0,5.5,7.1,,Não,Não,ALFA  (2º e 3º ano),0.0,0
RA-810,2022,Aluno-810,0,R,Menino,2021,Escola Pública,8.0,Ametista,7.887,8.5,9.1,5.0,,9.6,7.25,10.0,0,9.7,9.5,,Não,Não,ALFA  (2º e 3º ano),1.0,0
RA-811,2022,Aluno-811,0,R,Menina,2021,Escola Pública,9.0,Ágata,6.575,8.9,5.7,5.6,,7.3,7.667,5.0,-1,8.9,5.7,,Não,Não,Fase 1 (4º ano),1.0,1
RA-812,2022,Aluno-812,0,R,Menino,2022,Escola Pública,8.0,Ametista,7.497,9.0,8.1,5.6,,7.4,7.333,10.0,0,8.3,6.6,,Não,Não,ALFA  (2º e 3º ano),0.0,0
RA-813,2022,Aluno-813,0,S,Menino,2022,Escola Pública,8.0,Ametista,7.093,9.5,6.5,6.9,,6.0,7.417,10.0,0,6.7,5.3,,Não,Não,ALFA  (2º e 3º ano),0.0,0
RA-814,2022,Aluno-814,0,S,Menino,2022,Escola Pública,9.0,Ametista,7.592,8.9,9.0,6.9,,7.5,8.417,5.0,-1,7.8,7.2,,Sim,Não,Fase 1 (4º ano),0.0,1
RA-815,2022,Aluno-815,0,S,Menino,2022,Escola Pública,9.0,Ágata,6.81,10.0,7.9,5.6,,6.5,7.0,5.0,-1,7.7,5.3,,Não,Não,Fase 1 (4º ano),0.0,1
RA-816,2022,Aluno-816,0,S,Menina,2022,Escola Pública,9.0,Topázio,8.513,10.0,9.3,7.5,,9.6,9.417,5.0,-1,9.5,9.7,,Sim,Sim,Fase 1 (4º ano),0.0,1
RA-817,2022,Aluno-817,0,S,Menina,2022,Escola Pública,8.0,Ametista,7.819,10.0,8.7,6.3,,7.1,7.417,10.0,0,7.7,6.5,,Não,Não,ALFA  (2º e 3º ano),0.0,0
RA-818,2022,Aluno-818,0,S,Menino,2022,Escola Pública,7.0,Ametista,7.483,9.5,7.3,7.5,,6.2,7.5,10.0,0,6.5,5.8,,Não,Não,ALFA  (2º e 3º ano),0.0,0
RA-819,2022,Aluno-819,0,S,Menino,2022,Escola Pública,8.0,Ametista,7.741,10.0,7.9,7.5,,7.3,7.333,10.0,0,8.0,6.5,,Não,Não,ALFA  (2º e 3º ano),0.0,0
RA-820,2022,Aluno-820,0,T,Menino,2022,Escola Pública,9.0,Ametista,7.417,9.5,10.0,6.9,,6.0,7.583,5.0,-1,7.7,4.3,,Não,Não,Fase 1 (4º ano),0.0,1
RA-821,2022,Aluno-821,0,T,Menino,2022,Escola Pública,10.0,Ágata,6.342,9.0,7.0,7.5,,4.6,6.917,5.0,-2,5.2,4.0,,Não,Não,Fase 2 (5º e 6º ano),0.0,1
RA-822,2022,Aluno-822,0,T,Menino,2022,Escola Pública,10.0,Ágata,6.922,8.0,8.4,7.5,,6.1,7.083,5.0,-2,6.5,5.7,,Não,Não,Fase 2 (5º e 6º ano),0.0,1
RA-823,2022,Aluno-823,0,T,Menina,2021,Escola Pública,10.0,Quartzo,5.989,10.0,6.0,7.5,,2.8,7.167,5.0,-2,4.0,1.7,,Não,Não,Fase 2 (5º e 6º ano),1.0,1
RA-824,2022,Aluno-824,0,T,Menino,2022,Escola Pública,8.0,Ágata,6.799,10.0,4.4,6.9,,6.0,7.333,10.0,0,7.0,5.0,,Não,Não,ALFA  (2º e 3º ano),0.0,0
RA-825,2022,Aluno-825,0,T,Menina,2021,Escola Pública,9.0,Ametista,7.25,7.5,8.2,6.9,,7.6,7.917,5.0,-1,8.3,6.8,,Não,Não,Fase 1 (4º ano),1.0,1
RA-826,2022,Aluno-826,0,U,Menino,2022,Escola Pública,8.0,Ametista,7.776,9.5,9.6,7.5,,5.4,7.5,10.0,0,4.3,6.5,,Não,Não,ALFA  (2º e 3º ano),0.0,0
RA-827,2022,Aluno-827,0,U,Menina,2022,Escola Pública,10.0,Ametista,7.412,9.5,7.0,7.5,,7.6,8.667,5.0,-2,7.7,7.5,,Sim,Não,Fase 2 (5º e 6º ano),0.0,1
RA-828,2022,Aluno-828,0,U,Menina,2022,Escola Pública,9.0,Ametista,7.139,9.5,7.1,7.5,,6.9,7.833,5.0,-1,7.3,6.5,,Não,Não,Fase 1 (4º ano),0.0,1
RA-829,2022,Aluno-829,0,U,Menina,2022,Escola Pública,8.0,Ametista,8.003,9.0,8.6,7.5,,7.8,7.5,10.0,0,8.2,7.5,,Não,Não,ALFA  (2º e 3º ano),0.0,0
RA-830,2022,Aluno-830,0,U,Menina,2022,Escola Pública,9.0,Ametista,7.234,10.0,8.6,7.5,,6.0,7.5,5.0,-1,5.8,6.2,,Não,Não,Fase 1 (4º ano),0.0,1
RA-831,2022,Aluno-831,0,U,Menino,2022,Escola Pública,9.0,Ametista,7.41,9.5,9.2,7.5,,7.2,7.167,5.0,-1,7.3,7.0,,Não,Não,Fase 1 (4º ano),0.0,1
RA-832,2022,Aluno-832,0,U,Menino,2022,Escola Pública,9.0,Topázio,8.179,10.0,9.2,7.5,,8.8,8.833,5.0,-1,8.8,8.8,,Sim,Não,Fase 1 (4º ano),0.0,1
RA-833,2022,Aluno-833,0,U,Menino,2022,Escola Pública,9.0,Ametista,7.791,10.0,9.5,7.5,,7.8,7.583,5.0,-1,8.2,7.5,,Não,Não,Fase 1 (4º ano),0.0,1
RA-834,2022,Aluno-834,0,U,Menino,2022,Escola Pública,9.0,Topázio,8.136,9.0,9.0,7.5,,9.0,9.083,5.0,-1,9.2,8.8,,Sim,Não,Fase 1 (4º ano),0.0,1
RA-835,2022,Aluno-835,0,V,Menino,2022,Escola Pública,8.0,Ametista,7.263,6.9,7.3,7.5,,7.5,6.667,10.0,0,7.6,7.3,,Não,Não,ALFA  (2º e 3º ano),0.0,0
RA-836,2022,Aluno-836,0,V,Menino,2022,Escola Pública,9.0,Ametista,7.665,8.5,8.3,7.5,,9.2,7.583,5.0,-1,9.0,9.3,,Não,Não,Fase 1 (4º ano),0.0,1
RA-837,2022,Aluno-837,0,V,Menino,2022,Escola Pública,8.0,Topázio,8.207,8.5,9.0,7.5,,8.8,7.5,10.0,0,9.2,8.3,,Não,Não,ALFA  (2º e 3º ano),0.0,0
RA-838,2022,Aluno-838,0,V,Menino,2022,Escola Pública,9.0,Ametista,7.461,10.0,7.4,7.5,,6.3,9.417,5.0,-1,6.6,5.9,,Sim,Sim,Fase 1 (4º ano),0.0,1
RA-839,2022,Aluno-839,0,V,Menina,2022,Escola Pública,9.0,Quartzo,5.198,0.0,5.1,7.5,,5.4,6.583,5.0,-1,5.8,5.0,,Não,Não,Fase 1 (4º ano),0.0,1
RA-840,2022,Aluno-840,0,V,Menino,2022,Escola Pública,8.0,Ametista,7.875,9.0,8.2,7.5,,7.8,7.5,10.0,0,9.6,5.9,,Não,Não,ALFA  (2º e 3º ano),0.0,0
RA-841,2022,Aluno-841,0,V,Menino,2022,Escola Pública,11.0,Ametista,7.3,8.5,8.5,7.5,,7.2,7.5,5.0,-2,8.6,5.8,,Não,Não,Fase 2 (5º e 6º ano),0.0,1
RA-842,2022,Aluno-842,0,Y,Menina,2022,Escola Pública,8.0,Ametista,7.952,7.5,8.3,7.5,,9.1,8.25,10.0,0,9.1,9.1,,Não,Não,ALFA  (2º e 3º ano),0.0,0
RA-843,2022,Aluno-843,0,Y,Menina,2022,Escola Pública,8.0,Topázio,8.538,8.5,9.0,7.5,,9.2,8.417,10.0,0,9.8,8.5,,Sim,Sim,ALFA  (2º e 3º ano),0.0,0
RA-844,2022,Aluno-844,0,Y,Menino,2022,Escola Pública,8.0,Ágata,6.253,0.0,5.0,8.1,,5.9,8.333,10.0,0,6.0,5.8,,Não,Sim,ALFA  (2º e 3º ano),0.0,0
RA-845,2022,Aluno-845,0,Y,Menina,2022,Escola Pública,8.0,Topázio,8.491,10.0,8.8,7.5,,8.7,8.417,10.0,0,9.1,8.3,,Sim,Não,ALFA  (2º e 3º ano),0.0,0
RA-846,2022,Aluno-846,0,Y,Menina,2022,Escola Pública,7.0,Ametista,7.412,9.0,7.2,7.5,,5.9,7.917,10.0,0,7.7,4.0,,Não,Não,ALFA  (2º e 3º ano),0.0,0
RA-847,2022,Aluno-847,0,Y,Menino,2022,Escola Pública,9.0,Ágata,6.839,7.9,8.2,4.4,,7.7,7.417,5.0,-1,7.8,7.6,,Não,Não,Fase 1 (4º ano),0.0,1
RA-848,2022,Aluno-848,0,Y,Menino,2022,Escola Pública,9.0,Ametista,7.488,9.5,7.0,7.5,,9.0,7.833,5.0,-1,9.8,8.1,,Não,Não,Fase 1 (4º ano),0.0,1
RA-849,2022,Aluno-849,0,Y,Menino,2022,Escola Pública,9.0,Ametista,7.369,8.5,8.3,7.5,,9.1,7.417,5.0,-1,9.8,8.3,,Não,Não,Fase 1 (4º ano),0.0,1
